t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,7.663081096165314e-5,-0.0021873162191621276,5.080076630810962,1.6651399940121956,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.0,0.08040172594220962,0.005962035930069831,0.08040172594220962,0.005962035930069831,0.08040172594220962,0.005962035930069831,5.16040172594221,1.6732893461614275,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.01,0.08043628875821796,0.0059444144478806304,0.08043628875821796,0.0059444144478806304,0.08043628875821796,0.0059444144478806304,5.160436288758218,1.6732717246792383,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.02,0.0804717192827038,0.005927219009885132,0.0804717192827038,0.005927219009885132,0.0804717192827038,0.005927219009885132,5.160471719282704,1.6732545292412428,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.03,0.0805080068476931,0.005910445377891094,0.0805080068476931,0.005910445377891094,0.0805080068476931,0.005910445377891094,5.160508006847693,1.6732377556092488,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.04,0.08054514093122567,0.005894089546159442,0.08054514093122567,0.005894089546159442,0.08054514093122567,0.005894089546159442,5.160545140931226,1.6732213997775172,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.05,0.08058311110115568,0.0058781474826461455,0.08058311110115568,0.0058781474826461455,0.08058311110115568,0.0058781474826461455,5.160583111101156,1.6732054577140039,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.06,0.08062190684692627,0.005862615183565234,0.08062190684692627,0.005862615183565234,0.08062190684692627,0.005862615183565234,5.160621906846926,1.673189925414923,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.07,0.08066151798729493,0.0058474888888504495,0.08066151798729493,0.0058474888888504495,0.08066151798729493,0.0058474888888504495,5.160661517987295,1.6731747991202082,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.08,0.08070193414708449,0.005832764782669919,0.08070193414708449,0.005832764782669919,0.08070193414708449,0.005832764782669919,5.160701934147085,1.6731600750140276,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.09,0.08074314507208413,0.005818439257806229,0.08074314507208413,0.005818439257806229,0.08074314507208413,0.005818439257806229,5.160743145072084,1.673145749489164,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.1,0.08078514029379047,0.0058045085265781005,0.08078514029379047,0.0058045085265781005,0.08078514029379047,0.0058045085265781005,5.1607851402937905,1.6731318187579358,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.11,0.08082790957764541,0.005790969128874668,0.08082790957764541,0.005790969128874668,0.08082790957764541,0.005790969128874668,5.1608279095776455,1.6731182793602324,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.12,0.08087144249359746,0.005777817552834907,0.08087144249359746,0.005777817552834907,0.08087144249359746,0.005777817552834907,5.1608714424935975,1.6731051277841926,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.13,0.08091572858507323,0.005765050303820463,0.08091572858507323,0.005765050303820463,0.08091572858507323,0.005765050303820463,5.160915728585073,1.6730923605351782,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.14,0.08096075754508991,0.005752664263007912,0.08096075754508991,0.005752664263007912,0.08096075754508991,0.005752664263007912,5.16096075754509,1.6730799744943656,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.15,0.0810065188007929,0.005740656118430998,0.0810065188007929,0.005740656118430998,0.0810065188007929,0.005740656118430998,5.161006518800793,1.6730679663497887,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.16,0.08105300190216624,0.00572902285843524,0.08105300190216624,0.00572902285843524,0.08105300190216624,0.00572902285843524,5.161053001902166,1.673056333089793,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.17,0.08110019609394303,0.0057177612518617416,0.08110019609394303,0.0057177612518617416,0.08110019609394303,0.0057177612518617416,5.161100196093943,1.6730450714832195,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.18,0.0811480908270159,0.005706868399116827,0.0811480908270159,0.005706868399116827,0.0811480908270159,0.005706868399116827,5.161148090827016,1.6730341786304745,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.19,0.08119667535260433,0.0056963413178290345,0.08119667535260433,0.0056963413178290345,0.08119667535260433,0.0056963413178290345,5.161196675352604,1.6730236515491868,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.2,0.08124593876669373,0.005686177063384257,0.08124593876669373,0.005686177063384257,0.08124593876669373,0.005686177063384257,5.161245938766694,1.673013487294742,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.21,0.08129587043093345,0.005676372923605122,0.08129587043093345,0.005676372923605122,0.08129587043093345,0.005676372923605122,5.1612958704309335,1.6730036831549628,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.22,0.08134645942157714,0.005666926111721704,0.08134645942157714,0.005666926111721704,0.08134645942157714,0.005666926111721704,5.161346459421577,1.6729942363430794,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.23,0.08139769490075022,0.005657834028852449,0.08139769490075022,0.005657834028852449,0.08139769490075022,0.005657834028852449,5.16139769490075,1.6729851442602102,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.24,0.08144956578235796,0.005649093843807407,0.08144956578235796,0.005649093843807407,0.08144956578235796,0.005649093843807407,5.161449565782358,1.6729764040751651,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.25,0.08150206118762249,0.0056407030138805325,0.08150206118762249,0.0056407030138805325,0.08150206118762249,0.0056407030138805325,5.161502061187623,1.6729680132452383,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.26,0.08155517001209844,0.005632658801518087,0.08155517001209844,0.005632658801518087,0.08155517001209844,0.005632658801518087,5.1615551700120985,1.6729599690328758,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.27,0.08160888130067612,0.005624958722128204,0.08160888130067612,0.005624958722128204,0.08160888130067612,0.005624958722128204,5.161608881300676,1.672952268953486,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.28,0.08166318403514072,0.005617600114560695,0.08166318403514072,0.005617600114560695,0.08166318403514072,0.005617600114560695,5.161663184035141,1.6729449103459184,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.29,0.08171806719670638,0.0056105804373636214,0.08171806719670638,0.0056105804373636214,0.08171806719670638,0.0056105804373636214,5.1617180671967064,1.6729378906687213,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.3,0.08177351971697622,0.005603897127214319,0.08177351971697622,0.005603897127214319,0.08177351971697622,0.005603897127214319,5.161773519716976,1.672931207358572,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.31,0.08182953093624512,0.005597547810803238,0.08182953093624512,0.005597547810803238,0.08182953093624512,0.005597547810803238,5.161829530936245,1.672924858042161,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.32,0.08188608954101184,0.005591529691838293,0.08188608954101184,0.005591529691838293,0.08188608954101184,0.005591529691838293,5.161886089541012,1.672918839923196,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.33,0.0819431846890808,0.005585840164923805,0.0819431846890808,0.005585840164923805,0.0819431846890808,0.005585840164923805,5.161943184689081,1.6729131503962815,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.34,0.08200080559640899,0.005580476744316387,0.08200080559640899,0.005580476744316387,0.08200080559640899,0.005580476744316387,5.162000805596409,1.672907786975674,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.35,0.08205894146427894,0.005575436731016792,0.08205894146427894,0.005575436731016792,0.08205894146427894,0.005575436731016792,5.162058941464279,1.6729027469623745,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.36,0.08211758157303795,0.005570717517727086,0.08211758157303795,0.005570717517727086,0.08211758157303795,0.005570717517727086,5.162117581573038,1.6728980277490848,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.37,0.08217671521618897,0.005566316445216879,0.08217671521618897,0.005566316445216879,0.08217671521618897,0.005566316445216879,5.162176715216189,1.6728936266765746,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.38,0.08223633217076909,0.0055622310263656605,0.08223633217076909,0.0055622310263656605,0.08223633217076909,0.0055622310263656605,5.162236332170769,1.6728895412577234,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.39,0.08229642160125294,0.0055584583215915195,0.08229642160125294,0.0055584583215915195,0.08229642160125294,0.0055584583215915195,5.162296421601253,1.6728857685529492,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.4,0.08235697321077229,0.005554995564224008,0.08235697321077229,0.005554995564224008,0.08235697321077229,0.005554995564224008,5.162356973210772,1.6728823057955817,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.41,0.08241797682384266,0.005551840089840887,0.08241797682384266,0.005551840089840887,0.08241797682384266,0.005551840089840887,5.162417976823843,1.6728791503211986,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.42,0.08247942228206462,0.0055489890032669464,0.08247942228206462,0.0055489890032669464,0.08247942228206462,0.0055489890032669464,5.162479422282065,1.6728762992346247,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.43,0.08254129956895895,0.0055464394973943065,0.08254129956895895,0.0055464394973943065,0.08254129956895895,0.0055464394973943065,5.162541299568959,1.672873749728752,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.44,0.08260359871838574,0.005544188706768649,0.08260359871838574,0.005544188706768649,0.08260359871838574,0.005544188706768649,5.162603598718386,1.6728714989381264,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.45,0.08266631030957505,0.005542233948115927,0.08266631030957505,0.005542233948115927,0.08266631030957505,0.005542233948115927,5.162666310309575,1.6728695441794736,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.46,0.08272942429943253,0.0055405720667658365,0.08272942429943253,0.0055405720667658365,0.08272942429943253,0.0055405720667658365,5.162729424299433,1.6728678822981236,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.47,0.08279293124146925,0.005539200101052577,0.08279293124146925,0.005539200101052577,0.08279293124146925,0.005539200101052577,5.162792931241469,1.6728665103324103,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.48,0.08285682181043796,0.005538115139370969,0.08285682181043796,0.005538115139370969,0.08285682181043796,0.005538115139370969,5.162856821810438,1.6728654253707287,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.49,0.08292108674938614,0.005537314148433836,0.08292108674938614,0.005537314148433836,0.08292108674938614,0.005537314148433836,5.162921086749386,1.6728646243797916,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.5,0.08298571693826862,0.005536794123939925,0.08298571693826862,0.005536794123939925,0.08298571693826862,0.005536794123939925,5.162985716938269,1.6728641043552976,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.51,0.08305070331753939,0.005536552029097308,0.08305070331753939,0.005536552029097308,0.08305070331753939,0.005536552029097308,5.1630507033175395,1.672863862260455,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.52,0.08311603734093342,0.00553658500821097,0.08311603734093342,0.00553658500821097,0.08311603734093342,0.00553658500821097,5.1631160373409335,1.6728638952395687,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.53,0.08318170991111806,0.005536889787153054,0.08318170991111806,0.005536889787153054,0.08318170991111806,0.005536889787153054,5.163181709911118,1.6728642000185108,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.54,0.08324771251887153,0.005537463347775384,0.08324771251887153,0.005537463347775384,0.08324771251887153,0.005537463347775384,5.163247712518872,1.672864773579133,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.55,0.0833140366278462,0.005538302492603453,0.0833140366278462,0.005538302492603453,0.0833140366278462,0.005538302492603453,5.163314036627846,1.6728656127239612,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.56,0.08338067391405346,0.005539404294746975,0.08338067391405346,0.005539404294746975,0.08338067391405346,0.005539404294746975,5.1633806739140535,1.6728667145261047,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.57,0.08344761613716667,0.005540765620510868,0.08344761613716667,0.005540765620510868,0.08344761613716667,0.005540765620510868,5.163447616137167,1.6728680758518686,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.58,0.08351485506578271,0.005542383399221418,0.08351485506578271,0.005542383399221418,0.08351485506578271,0.005542383399221418,5.163514855065783,1.6728696936305791,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.59,0.0835823829918656,0.00554425477315057,0.0835823829918656,0.00554425477315057,0.0835823829918656,0.00554425477315057,5.163582382991866,1.6728715650045083,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.6,0.08365019158000031,0.005546376450024759,0.08365019158000031,0.005546376450024759,0.08365019158000031,0.005546376450024759,5.16365019158,1.6728736866813825,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.61,0.08371827305170676,0.005548745364783336,0.08371827305170676,0.005548745364783336,0.08371827305170676,0.005548745364783336,5.163718273051707,1.672876055596141,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.62,0.08378661972305057,0.005551358600014433,0.08378661972305057,0.005551358600014433,0.08378661972305057,0.005551358600014433,5.163786619723051,1.6728786688313722,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.63,0.08385522391194744,0.005554213056391699,0.08385522391194744,0.005554213056391699,0.08385522391194744,0.005554213056391699,5.1638552239119475,1.6728815232877494,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.64,0.0839240780358308,0.0055573057721405306,0.0839240780358308,0.0055573057721405306,0.0839240780358308,0.0055573057721405306,5.163924078035831,1.6728846160034982,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.65,0.08399317452423638,0.005560633776935164,0.08399317452423638,0.005560633776935164,0.08399317452423638,0.005560633776935164,5.1639931745242365,1.6728879440082929,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.66,0.08406250627443246,0.005564194324250371,0.08406250627443246,0.005564194324250371,0.08406250627443246,0.005564194324250371,5.1640625062744325,1.672891504555608,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.67,0.08413206555013986,0.005567984272230042,0.08413206555013986,0.005567984272230042,0.08413206555013986,0.005567984272230042,5.16413206555014,1.6728952945035878,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.68,0.08420184511789852,0.005572000707568359,0.08420184511789852,0.005572000707568359,0.08420184511789852,0.005572000707568359,5.164201845117899,1.672899310938926,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.69,0.08427183781821057,0.005576240869627602,0.08427183781821057,0.005576240869627602,0.08427183781821057,0.005576240869627602,5.164271837818211,1.6729035511009853,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.7,0.08434203644995986,0.0055807018333606795,0.08434203644995986,0.0055807018333606795,0.08434203644995986,0.0055807018333606795,5.16434203644996,1.6729080120647184,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.71,0.08441243389778386,0.005585380820381625,0.08441243389778386,0.005585380820381625,0.08441243389778386,0.005585380820381625,5.164412433897784,1.6729126910517393,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.72,0.08448302303015609,0.0055902750533975976,0.08448302303015609,0.0055902750533975976,0.08448302303015609,0.0055902750533975976,5.164483023030156,1.6729175852847553,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.73,0.08455379715976807,0.005595381987376191,0.08455379715976807,0.005595381987376191,0.08455379715976807,0.005595381987376191,5.164553797159768,1.672922692218734,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.74,0.08462474894232841,0.005600698692312056,0.08462474894232841,0.005600698692312056,0.08462474894232841,0.005600698692312056,5.1646247489423285,1.6729280089236698,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.75,0.08469587152057834,0.005606222476531197,0.08469587152057834,0.005606222476531197,0.08469587152057834,0.005606222476531197,5.164695871520578,1.672933532707889,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.76,0.0847671580629088,0.005611950739047744,0.0847671580629088,0.005611950739047744,0.0847671580629088,0.005611950739047744,5.164767158062909,1.6729392609704055,5.08,1.6673273102313577,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFL,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
