t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,5.600826524610178,0.9131017557795497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.41,0.1007311547883658,-0.5531936826736066,0.1007311547883658,-0.5531936826736066,0.1007311547883658,-0.5531936826736066,5.7007311547883655,0.3659145012687791,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.42,0.10082065841054177,-0.5533464496458671,0.10082065841054177,-0.5533464496458671,0.10082065841054177,-0.5533464496458671,5.700820658410541,0.3657617342965186,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.43,0.10091033170322117,-0.553504188634226,0.10091033170322117,-0.553504188634226,0.10091033170322117,-0.553504188634226,5.700910331703221,0.3656039953081597,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.44,0.1010001665761111,-0.5536668335368733,0.1010001665761111,-0.5536668335368733,0.1010001665761111,-0.5536668335368733,5.701000166576111,0.3654413504055124,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.45,0.10109015423559864,-0.5538343186518955,0.10109015423559864,-0.5538343186518955,0.10109015423559864,-0.5538343186518955,5.701090154235598,0.3652738652904902,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.46,0.1011802852804955,-0.5540065785445971,0.1011802852804955,-0.5540065785445971,0.1011802852804955,-0.5540065785445971,5.701180285280495,0.3651016053977886,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.47,0.10127054967354088,-0.554183548099543,0.10127054967354088,-0.554183548099543,0.10127054967354088,-0.554183548099543,5.7012705496735405,0.36492463584284274,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.48,0.10136093692690995,-0.5543651626481956,0.10136093692690995,-0.5543651626481956,0.10136093692690995,-0.5543651626481956,5.70136093692691,0.3647430212941901,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.49,0.10145143602141449,-0.5545513577678675,0.10145143602141449,-0.5545513577678675,0.10145143602141449,-0.5545513577678675,5.701451436021414,0.36455682617451823,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.5,0.10154203559419894,-0.5547420694207045,0.10154203559419894,-0.5547420694207045,0.10154203559419894,-0.5547420694207045,5.701542035594199,0.3643661145216812,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.51,0.10163272394554568,-0.5549372339014272,0.10163272394554568,-0.5549372339014272,0.10163272394554568,-0.5549372339014272,5.701632723945545,0.36417095004095845,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.52,0.10172348911845841,-0.55513678794256,0.10172348911845841,-0.55513678794256,0.10172348911845841,-0.55513678794256,5.701723489118458,0.36397139599982564,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.53,0.10181431900123972,-0.5553406685766539,0.10181431900123972,-0.5553406685766539,0.10181431900123972,-0.5553406685766539,5.701814319001239,0.3637675153657318,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.54,0.1019052013302657,-0.5555488132270705,0.1019052013302657,-0.5555488132270705,0.1019052013302657,-0.5555488132270705,5.701905201330265,0.3635593707153152,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.55,0.10199612379853296,-0.5557611596563227,0.10199612379853296,-0.5557611596563227,0.10199612379853296,-0.5557611596563227,5.701996123798533,0.363347024286063,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.56,0.10208707416418061,-0.5559776461100874,0.10208707416418061,-0.5559776461100874,0.10208707416418061,-0.5559776461100874,5.70208707416418,0.3631305378322983,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.57,0.10217804020294974,-0.5561982111091044,0.10217804020294974,-0.5561982111091044,0.10217804020294974,-0.5561982111091044,5.702178040202949,0.3629099728332813,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.58,0.10226900985714327,-0.5564227935759986,0.10226900985714327,-0.5564227935759986,0.10226900985714327,-0.5564227935759986,5.702269009857143,0.36268539036638714,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.59,0.10235997125082985,-0.5566513328804591,0.10235997125082985,-0.5566513328804591,0.10235997125082985,-0.5566513328804591,5.7023599712508295,0.3624568510619266,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.6,0.1024509127812836,-0.5568837687244648,0.1024509127812836,-0.5568837687244648,0.1024509127812836,-0.5568837687244648,5.702450912781283,0.3622244152179209,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.61,0.10254182308984294,-0.557120041176131,0.10254182308984294,-0.557120041176131,0.10254182308984294,-0.557120041176131,5.702541823089843,0.3619881427662547,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.62,0.10263269119149232,-0.557360090831344,0.10263269119149232,-0.557360090831344,0.10263269119149232,-0.557360090831344,5.702632691191492,0.3617480931110417,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.63,0.10272350643568551,-0.5576038585175894,0.10272350643568551,-0.5576038585175894,0.10272350643568551,-0.5576038585175894,5.702723506435685,0.36150432542479627,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.64,0.10281425859393867,-0.5578512855386227,0.10281425859393867,-0.5578512855386227,0.10281425859393867,-0.5578512855386227,5.702814258593938,0.36125689840376296,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.65,0.10290493785519228,-0.5581023135523149,0.10290493785519228,-0.5581023135523149,0.10290493785519228,-0.5581023135523149,5.702904937855192,0.3610058703900708,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.66,0.10299553484580581,-0.5583568846843999,0.10299553484580581,-0.5583568846843999,0.10299553484580581,-0.5583568846843999,5.7029955348458055,0.36075129925798577,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.67,0.1030860406857439,-0.5586149413867533,0.1030860406857439,-0.5586149413867533,0.1030860406857439,-0.5586149413867533,5.7030860406857435,0.3604932425556324,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.68,0.10317644692727335,-0.5588764264909514,0.10317644692727335,-0.5588764264909514,0.10317644692727335,-0.5588764264909514,5.703176446927273,0.3602317574514343,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.69,0.10326674563919536,-0.5591412833487989,0.10326674563919536,-0.5591412833487989,0.10326674563919536,-0.5591412833487989,5.703266745639195,0.3599669005935868,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.7,0.10335692934257601,-0.5594094555523478,0.10335692934257601,-0.5594094555523478,0.10335692934257601,-0.5594094555523478,5.703356929342576,0.3596987283900379,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.71,0.1034469910573339,-0.559680887163574,0.1034469910573339,-0.559680887163574,0.1034469910573339,-0.559680887163574,5.7034469910573335,0.3594272967788117,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.72,0.1035369242659625,-0.5599555225978279,0.1035369242659625,-0.5599555225978279,0.1035369242659625,-0.5599555225978279,5.703536924265962,0.3591526613445578,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.73,0.10362672290147401,-0.5602333067308283,0.10362672290147401,-0.5602333067308283,0.10362672290147401,-0.5602333067308283,5.703626722901474,0.3588748772115574,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.74,0.10371638136829997,-0.5605141847599244,0.10371638136829997,-0.5605141847599244,0.10371638136829997,-0.5605141847599244,5.7037163813683,0.35859399918246126,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.75,0.10380589445376387,-0.5607981022659455,0.10380589445376387,-0.5607981022659455,0.10380589445376387,-0.5607981022659455,5.7038058944537635,0.3583100816764402,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.76,0.1038952574075358,-0.5610850052994816,0.1038952574075358,-0.5610850052994816,0.1038952574075358,-0.5610850052994816,5.7038952574075354,0.3580231786429041,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.77,0.10398446579994403,-0.5613748402106767,0.10398446579994403,-0.5613748402106767,0.10398446579994403,-0.5613748402106767,5.703984465799944,0.35773334373170895,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.78,0.10407351559762912,-0.5616675537589343,0.10407351559762912,-0.5616675537589343,0.10407351559762912,-0.5616675537589343,5.704073515597629,0.3574406301834514,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.79,0.10416240308258562,-0.5619630930840392,0.10416240308258562,-0.5619630930840392,0.10416240308258562,-0.5619630930840392,5.704162403082585,0.35714509085834645,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.8,0.10425112482892462,-0.5622614056823347,0.10425112482892462,-0.5622614056823347,0.10425112482892462,-0.5622614056823347,5.704251124828924,0.35684677826005096,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.81,0.10433967771695496,-0.5625624395151141,0.10433967771695496,-0.5625624395151141,0.10433967771695496,-0.5625624395151141,5.704339677716955,0.3565457444272716,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.82,0.10442805880710626,-0.5628661428335973,0.10442805880710626,-0.5628661428335973,0.10442805880710626,-0.5628661428335973,5.704428058807106,0.35624204110878843,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.83,0.10451626541477488,-0.5631724642888869,0.10451626541477488,-0.5631724642888869,0.10451626541477488,-0.5631724642888869,5.7045162654147745,0.3559357196534988,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.84,0.10460429501954494,-0.5634813529061612,0.10460429501954494,-0.5634813529061612,0.10460429501954494,-0.5634813529061612,5.704604295019545,0.3556268310362245,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.85,0.10469214525137982,-0.5637927580553818,0.10469214525137982,-0.5637927580553818,0.10469214525137982,-0.5637927580553818,5.7046921452513795,0.35531542588700393,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.86,0.1047798138578564,-0.564106629584831,0.1047798138578564,-0.564106629584831,0.1047798138578564,-0.564106629584831,5.704779813857856,0.35500155435755465,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.87,0.10486729867946298,-0.5644229175932032,0.10486729867946298,-0.5644229175932032,0.10486729867946298,-0.5644229175932032,5.704867298679463,0.3546852663491825,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.88,0.10495459761369119,-0.5647415725738368,0.10495459761369119,-0.5647415725738368,0.10495459761369119,-0.5647415725738368,5.704954597613691,0.35436661136854886,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.89,0.10504170861046447,-0.5650625454671481,0.10504170861046447,-0.5650625454671481,0.10504170861046447,-0.5650625454671481,5.705041708610464,0.3540456384752376,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.9,0.10512862962689073,-0.5653857874913892,0.10512862962689073,-0.5653857874913892,0.10512862962689073,-0.5653857874913892,5.70512862962689,0.35372239645099646,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.91,0.1052153586065856,-0.5657112502667409,0.1052153586065856,-0.5657112502667409,0.1052153586065856,-0.5657112502667409,5.705215358606585,0.35339693367564484,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.92,0.10530189347888808,-0.5660388857435993,0.10530189347888808,-0.5660388857435993,0.10530189347888808,-0.5660388857435993,5.705301893478888,0.3530692981987864,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.93,0.1053882321161117,-0.5663686463497742,0.1053882321161117,-0.5663686463497742,0.1053882321161117,-0.5663686463497742,5.705388232116111,0.35273953759261145,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.94,0.10547437233625079,-0.5667004847418289,0.10547437233625079,-0.5667004847418289,0.10547437233625079,-0.5667004847418289,5.70547437233625,0.3524076992005568,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.95,0.10556031188003434,-0.5670343540353577,0.10556031188003434,-0.5670343540353577,0.10556031188003434,-0.5670343540353577,5.705560311880034,0.35207382990702796,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.96,0.1056460484080688,-0.5673702076713775,0.1056460484080688,-0.5673702076713775,0.1056460484080688,-0.5673702076713775,5.705646048408068,0.3517379762710082,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.97,0.10573157947270584,-0.567707999466652,0.10573157947270584,-0.567707999466652,0.10573157947270584,-0.567707999466652,5.7057315794727055,0.35140018447573373,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.98,0.10581690253889509,-0.5680476835967063,0.10581690253889509,-0.5680476835967063,0.10581690253889509,-0.5680476835967063,5.705816902538895,0.35106050034567937,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
5.99,0.10590201495703422,-0.5683892145748491,0.10590201495703422,-0.5683892145748491,0.10590201495703422,-0.5683892145748491,5.705902014957034,0.35071896936753655,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.0,0.10598691397183746,-0.568732547381471,0.10598691397183746,-0.568732547381471,0.10598691397183746,-0.568732547381471,5.705986913971837,0.35037563656091464,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.01,0.10607159671450006,-0.5690776372369325,0.10607159671450006,-0.5690776372369325,0.10607159671450006,-0.5690776372369325,5.7060715967145,0.3500305467054532,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.02,0.10615606020967228,-0.5694244398149457,0.10615606020967228,-0.5694244398149457,0.10615606020967228,-0.5694244398149457,5.706156060209672,0.34968374412743997,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.03,0.10624030138169349,-0.5697729111149136,0.10624030138169349,-0.5697729111149136,0.10624030138169349,-0.5697729111149136,5.706240301381693,0.3493352728274721,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.04,0.10632431704123402,-0.5701230075143402,0.10632431704123402,-0.5701230075143402,0.10632431704123402,-0.5701230075143402,5.706324317041234,0.3489851764280455,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.05,0.1064081039179019,-0.5704746857505114,0.1064081039179019,-0.5704746857505114,0.1064081039179019,-0.5704746857505114,5.7064081039179015,0.3486334981918743,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.06,0.10649165864674703,-0.5708279029004756,0.10649165864674703,-0.5708279029004756,0.10649165864674703,-0.5708279029004756,5.706491658646747,0.3482802810419101,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.07,0.10657497778959524,-0.5711826165053167,0.10657497778959524,-0.5711826165053167,0.10657497778959524,-0.5711826165053167,5.706574977789595,0.34792556743706904,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.08,0.10665805782947846,-0.5715387843357169,0.10665805782947846,-0.5715387843357169,0.10665805782947846,-0.5715387843357169,5.706658057829478,0.34756939960666877,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.09,0.10674089521350183,-0.5718963646854468,0.10674089521350183,-0.5718963646854468,0.10674089521350183,-0.5718963646854468,5.7067408952135015,0.3472118192569389,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.1,0.106823486315343,-0.5722553160661968,0.106823486315343,-0.5722553160661968,0.106823486315343,-0.5722553160661968,5.706823486315343,0.34685286787618885,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.11,0.10690582748850286,-0.5726155974440894,0.10690582748850286,-0.5726155974440894,0.10690582748850286,-0.5726155974440894,5.7069058274885025,0.3464925864982963,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.12,0.1069879150634252,-0.5729771681259362,0.1069879150634252,-0.5729771681259362,0.1069879150634252,-0.5729771681259362,5.706987915063425,0.34613101581644945,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.13,0.10706974534771607,-0.573339987767665,0.10706974534771607,-0.573339987767665,0.10706974534771607,-0.573339987767665,5.707069745347716,0.34576819617472065,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.14,0.10715131468667494,-0.5737040164718281,0.10715131468667494,-0.5737040164718281,0.10715131468667494,-0.5737040164718281,5.707151314686675,0.3454041674705576,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.15,0.10723261939463224,-0.5740692146110545,0.10723261939463224,-0.5740692146110545,0.10723261939463224,-0.5740692146110545,5.707232619394632,0.34503896933133116,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
6.16,0.1073136558342016,-0.5744355429808723,0.1073136558342016,-0.5744355429808723,0.1073136558342016,-0.5744355429808723,5.707313655834201,0.3446726409615134,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
